Feature1,Feature2,Label
0.3456589040453766,-0.0294252732846838,0
1.4691701735384717,-1.2871272401645695,0
3.5029140539162658,2.355204376840683,2
-1.0649326613991976,-1.8353089599840906,0
1.5182046326414695,1.9185200459262552,2
2.786633120104858,4.668937684620444,1
3.9967577148184885,2.9574717797267116,1
2.051311812407376,2.241733050976931,2
4.030675121433304,3.3070240920472225,1
-1.7268940937691373,-0.023862487904295192,0
1.7227691442328328,2.701694479042406,2
-0.6437733383339714,0.6116379740412082,0
2.7141398484969916,0.42632122408563733,2
1.8223954217234066,1.8638540447118395,2
0.26079737120677166,1.8678607187808949,0
6.087396585983525,4.353986055454935,1
1.4657539910141626,-1.2420913123934023,0
0.24902171939701714,0.7444649241324215,0
-0.09788413361117183,0.3615405498890473,0
2.018714336907867,1.3447973528937789,2
-2.4271979786474147,-0.04886537986603099,0
-0.4368271930461931,0.0736867254476903,0
1.0181302128063217,1.6302671408408735,2
5.130180513016169,3.1948534280024465,1
0.27981680903820416,1.3278205952545967,0
1.8532397324506125,1.3295876196741958,2
-0.1030858607273561,1.1140346807761157,0
3.8442353581445174,4.014021142823321,1
2.4625170646930234,2.161623603745638,2
-0.10109524472174684,-0.1988726395799007,0
5.121476673247866,2.1339487908326653,1
-0.03224343519895639,1.4081792902326056,0
-0.641561204409448,0.09578720492270715,0
-0.2211687576773499,-0.24545121277290344,0
-1.9115061518788263,-0.47317951951268494,0
3.1077468854893233,2.0619488977566567,1
1.91973003719064,-1.7568790195702517,0
1.3060292470155375,0.8633437434766862,0
1.0782318581037156,3.6686833097007696,2
4.1498069873917505,4.443206137607334,1
4.070771671284482,2.201619383921103,1
0.334031286034178,-0.5435866680442385,0
1.5735445876361756,1.9869929562095487,2
3.9774757371293705,4.735989669280259,1
1.0577801155862543,2.4829874772745577,2
0.20471394114371647,1.1764284788541852,0
3.451439018056645,3.8317258273130985,1
1.7976296163727292,1.4149976772588864,2
2.162919402833336,0.832851246839738,2
2.3859348502975157,2.62379504653683,2
2.5742459912966815,2.4507600274500114,2
-0.20784107718781017,0.6265857283320765,0
-0.28374232017631107,0.6830722984439407,0
1.879122132676507,2.729727445843804,2
3.941577391938953,1.4548565692969955,2
4.074055590347882,4.958932337558816,1
2.7493847799127638,2.5191411277387976,1
0.22046991399785051,-0.4562488578340168,0
1.3548599114574755,0.32011704463424606,2
1.580567148318582,0.5647672394598842,2
-0.24288744176403412,-0.8808873442040767,0
0.6725642446109357,0.5493332388901184,0
-0.19770469905376073,0.3214013143605718,0
0.07789320741917405,4.823973680293994,2
-0.7114270099007808,0.42432152142239615,0
0.57692836817108,2.805534482668504,2
1.4183954211405774,3.597779803348561,2
4.570399192838889,4.372419187706348,1
3.8407474952553553,3.2815324799153918,1
0.05015242105982515,0.9847723666238537,0
3.9368508596872176,2.505135159835608,1
2.8222261636099244,1.2771389443876897,2
-1.5524260492617294,-0.5060587763168755,0
1.0997018078549827,1.3900295265276337,2
2.877677866804187,2.450984752945861,2
1.49217716120835,2.1660961728773334,2
4.094837955531364,2.799377054573616,1
-1.5330441954196392,-0.0499929290069569,0
3.926063939446688,5.005566248429314,1
1.6072526985260882,1.9013511764667523,2
-1.5418210761817899,1.2184851367488716,0
0.32993842148716346,-0.8458918076946197,0
0.15586283326606382,0.3467856417559531,0
0.32525604495757254,1.3842329098193724,0
4.533791132171546,3.7214082046174086,1
0.057852017185916496,-0.9699703001363755,0
1.1255089389128425,0.7583436516899624,2
4.805673898024959,4.5716546215137726,1
-0.49828437481246385,-1.0780901033299637,0
5.392754681197055,5.61628990578597,1
4.842110553832715,5.144399585494742,1
1.970822639895905,-0.7274684568196363,0
2.4197869841901736,1.9679226659322648,2
4.3593008103447515,4.582476345732467,1
2.756558023854098,2.4920602113812413,2
1.9112706809441644,2.016964660650363,2
1.581220588897952,1.904646481126278,2
0.32547242254287073,-0.5806077791446118,0
0.5617078353469397,0.5655109583378519,0
5.35068381157088,4.765199567902144,1
-0.5162958061922127,-0.49217304711635296,0
4.153778894315147,3.8344149972825887,1
-0.43125681406076094,-0.16709307899743542,0
3.0962733099231388,3.3089821914062845,1
2.436259535565027,1.2382790105082138,2
0.45448855108241143,0.7791796747531093,0
1.6650139015360523,2.9798737577337673,2
0.952582038164629,-1.582865537780803,0
2.5712493217055927,2.9987298577606007,2
0.8890860153080702,1.4667821667623953,2
4.654866589273282,4.046751297226569,1
0.3720914129013308,1.6891162313022594,0
0.8670385163198896,0.37150283424284847,0
2.254959084391528,1.7669855236663303,2
-1.3032759073475917,-1.2667173969388998,0
2.074195777641053,0.6882036504815625,2
-1.4647881940948464,0.0432764519952438,0
3.4496339773072466,2.7340050128366,1
0.7840122330885231,-0.293421178951057,0
0.6269093168869146,3.136325693084464,2
-0.11512583233268989,-0.8599863965403832,0
1.4186322387879182,1.2807271940147718,2
2.9005240862386805,1.3964418118310196,2
3.8998965447861695,3.186483122681689,1
-0.2150532421797688,-0.8168072958374382,0
5.61791787416457,4.576758575140309,1
0.9254674942408501,2.128648785287336,2
0.6404533902800008,-1.0121778826540824,0
4.025870340641336,5.150606676346569,1
2.50895868106839,0.41531351675976413,2
1.5889088162529872,0.36448353986486,0
1.290994623282585,1.4412371615739956,2
2.6267487027110437,2.8597746877134598,2
2.12626353290465,5.526810731461034,1
3.2926094855428456,2.801890341798,1
2.0392422017352083,3.5255459363876778,2
3.4969703374555703,4.339490687558069,1
0.08736979441323635,0.8717804914796004,0
0.0410146559134324,-0.5864403128452353,0
2.8578229705219207,2.2584117486816417,2
0.4310818431717527,0.30029589475825347,0
5.4989270000163195,4.912933058516318,1
-0.47723185653519673,-0.7135855490361098,0
4.8982090988736875,1.3933701596256798,1
6.27423918328626,3.5222181043717113,1
-0.10408345414941647,-0.2709933260303599,0
2.5000440194031035,2.080622613129724,2
5.302280095918359,4.176899298860417,1
4.187544527152797,2.1624386184181383,1
2.3155670893462035,2.440268417132897,2
1.0510038554938266,0.22897875897109182,0
4.444627167654465,4.234606389241517,1
-0.7363986149101253,1.8831485481169143,0
0.2942346363877464,-0.1971904759279778,0
-0.14515714049940823,0.36364577113308455,0
2.9311614228734384,4.2788386392043245,1
2.2907713458044263,1.772881848086341,2
2.3688367912356614,1.7828681108433118,2
3.7105284539043555,5.869073185204757,1
2.900084971997249,4.641698587155149,1
2.277245485553692,1.647516289320388,2
-0.8833577859431558,0.4158931268369437,0
1.3708116695426915,0.48501903931619283,0
2.627258964059662,1.699562459219591,2
0.3771742913696494,0.5742776512950591,2
3.85058641694629,1.007112470850485,2
1.8486705632736893,1.5751184800725855,2
4.257278851652415,4.3010111109883225,1
0.05420718894692379,2.2169179012367577,0
0.5862114631383506,0.9859092779811751,2
-0.7276442426038688,-0.4515813392260829,0
1.2551688014161524,2.077529494741737,2
0.7203703999323405,3.351200286759938,2
1.6010459739276408,1.2036775573757892,2
3.321431870019991,3.7473924308199034,1
