Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Feature26,Feature27,Feature28,Feature29,Feature30,Feature31,Feature32,Feature33,Feature34,Feature35,Feature36,Feature37,Feature38,Feature39,Feature40,Feature41,Feature42,Feature43,Feature44,Feature45,Feature46,Feature47,Feature48,Feature49,Feature50,Feature51,Feature52,Feature53,Feature54,Feature55,Feature56,Feature57,Feature58,Feature59,Feature60,Label
6.306879986635668,4.804347558052765,3.1094537187073423,0.4300179487940503,-7.727484706360711,-4.962608761038348,-2.793228886118473,-1.919353146042058,-7.360379680532321,-8.25588777101228,8.737498053143604,-6.565905492978437,6.161683840889346,8.325435459178529,8.216888076645393,-4.785092592388349,1.225664596885082,3.1991056996597074,-5.017788793302378,-1.1521703328210968,8.288928380199557,7.8219666567051505,-0.77909845065982,-2.732105641976297,-2.916413552428332,-0.9950546325594622,1.2806905628890757,-2.548848158543886,8.333037397675923,7.510526380483039,-9.909792821995062,-3.2879128561263187,1.89713814425156,-3.689332980710624,3.851061639543259,-8.492604841050769,1.8235829069649974,-2.6070592980989034,-9.45461910609886,4.32757451093358,5.657715399789915,-2.8858231088084096,9.964231247527096,-3.6793571098624422,-9.422318723662912,1.2538729684667516,2.57049888918422,7.404249703588782,8.978488850486183,3.701482044496938,6.091550592065129,0.43626420236578056,-2.5652837687165064,-0.5063469187942342,-4.555150931890486,8.564346452022303,-8.217651087024239,-5.389242102309193,7.284833240885831,-5.39561223031223,0
9.664846547848152,7.782608928077909,-5.475008791276302,5.4142237021943425,2.0103220165610334,1.18700067500883,-8.319209895845118,1.5611942834725605,8.812086187878887,0.8768783263655644,3.487476646810638,-6.913845686564772,-3.5675975680494787,5.711017883194005,-2.273274661623452,7.766648484913876,-3.5577146886501554,8.031281912007845,0.6833395290554272,-8.599536137701476,-2.855210429534651,0.2558207700158217,-0.5633370257582744,-0.4678057196221346,-8.757791279074699,-3.356002939348903,0.4725547850229539,-1.0702432387504146,5.348045810034529,8.968318912204168,-6.05156763822502,1.182969999653043,-1.5998076397095353,-7.2070625426986705,-0.5202888005242112,7.520189982434118,-6.5359627349661515,4.448191136248079,1.401741980663127,7.327651151547023,-1.1557451911230956,-5.417476591606176,-4.993422981335769,-4.9054078821616365,-3.34594369537405,-6.48605402347285,9.815967313267052,7.661703667924478,5.513556313447692,7.79441802464904,9.342859953042478,-4.703210587317983,7.995937345417001,5.29697439245281,-9.911962121621121,-9.001300654647608,-5.9663449483870545,4.357671582405159,-3.241565098246422,8.780810651912041,1
6.236843290697412,-5.492879608946005,-8.417078753385491,-9.45611884191097,-4.419816964058522,9.633132397737176,-8.825931768691616,-0.4390877148940566,-4.744008869320911,4.829336986223973,3.6229386902156318,0.18101569193354194,4.442207800274227,-6.6997141392606085,8.750192126747006,2.26123720287905,2.582873748378283,1.3370585444255738,-7.046059986640206,7.105274624962863,1.3117488691712005,-3.9657982617812104,-7.6270078539872515,-6.644109703165051,-6.227487021935119,6.635674207848449,9.229443677500367,-2.012783804406439,3.486540891758146,4.007771285639638,-1.7886158272418733,-9.705038292949776,-1.4741259616231979,-9.719391113920251,8.786013492479004,-8.934967834709298,4.335155193948182,-3.223820260759389,-5.156145060931041,9.803818072348175,1.0434546459270102,-9.03754231523033,-5.231326701212389,-0.677461162245713,6.84214150187255,-0.19834902192600268,-9.230653957012308,-3.955863574248026,2.15412643941524,4.6743027809257285,8.5997532835746,1.4763033592647723,6.079219846778795,-1.3834419703902228,-5.45136931631736,0.7881726938864659,-0.17944780604197774,-1.5626425931359407,-7.526088755794258,-1.221988503509774,3
7.38978402207449,-5.857782094071345,-7.528682963054241,-5.6447769072191125,0.45602115841145974,5.9044028743812405,-6.588581254346304,3.751660599263013,-7.236042335170845,7.527676720071328,6.267080423088515,-6.244563188878911,-6.051653059253428,-9.900739261989456,-4.3903166341528355,-9.55613153745525,8.508036775877475,8.435210688169818,-4.650477379565965,5.258964861159374,-0.13301736443798617,2.8631044847680798,6.813584358211315,-2.6078281611076655,-5.883782429192719,4.253498923821692,-6.522268535849545,7.121530249269796,2.971788314010295,9.287451818776805,6.801606098011678,0.7243573260606162,4.3110779581927705,-4.9428885797287165,9.766802572519747,-3.183151412017599,3.43102639041237,3.8181815060984903,-4.29892753570754,-0.2374431012194833,-3.70155797610826,-2.7452898707730577,5.363478896284427,-0.08880755922171346,4.44888523747926,8.685818620357104,-6.611069647379506,-8.122502601528518,4.972353481863081,-8.552558086964197,-1.4905912651255768,0.78959706154032,0.1136390035870285,7.1149753719716635,-3.3830917155414504,-1.380962267544536,-2.8228711123398087,2.356841531945955,-6.935451462014505,4.8242929417403815,3
4.256388513111462,-5.425409489712445,-7.990481082986934,-4.536208820279034,-6.178880678016349,4.734354652799921,-9.591964498100204,4.066765537818288,-8.215730670788918,7.799320357500616,-7.10424185290756,-4.887890731500533,-8.615868620418155,-5.641945014533302,1.0716957988604658,2.4793903995860926,5.889103020114579,5.674418791294723,5.554583663434203,-4.880846560918957,-0.8219268257956713,2.3184054364051043,-6.756953912009152,4.077095173440304,-6.650335226585815,-0.7361198040535832,-1.6756844025540936,9.326674715279864,-0.48581950004209773,-3.2337866276612264,2.692717444979193,-7.6850500496815926,2.956667547742615,5.626118255661339,2.455160109933665,-1.0036040148200591,-5.343469256791044,1.1698316223411709,-7.043027130533275,-5.446118220856877,-0.6010268511640326,7.597695749056001,1.7121543896903635,-8.94098001079197,-0.09053208760931852,-0.7059802546148966,-8.157186216634075,-0.30884931762608403,7.573125056210628,5.592913966352771,6.647306220528478,3.0442190796146367,0.06337105426956491,-4.813912094601289,-7.85755491810749,-5.785790745568611,-6.542495572131683,9.862888271289386,3.324360883552602,-4.445732686467892,3
8.321516304855702,-3.5742016990518617,-2.197815036935217,-9.766801918413739,-7.008099620577384,10.594419215038107,-6.910499981081312,5.191292604101791,-0.3958206172794627,7.83279579181511,-8.66987101653184,8.249809677872697,-1.3475233576353585,7.502131345662317,0.7776398591903373,-0.3606002016700529,9.391626054890203,8.171157976652914,8.239686150449227,6.951216190510287,8.257571759228654,-5.344930505957624,9.850033276188345,-2.7319210974251362,-0.7002779003667943,6.707383916916967,3.562759859876932,8.041212720950234,7.0636772631171425,-4.415723223668588,7.25348019061088,6.193399466756489,-3.998158037268073,-3.896495263736977,-7.275662906222311,9.359830124940604,1.0377212666473934,1.6346229753582957,-8.08278580165948,-0.7969871142015723,-3.9487077439900276,-7.257042212099281,8.716302191201756,7.393464680205657,-5.061396868857663,-3.3786227793868058,-1.6696023253284658,7.724166989495025,5.901792865561875,5.41172409659384,-1.3363789967875164,9.073180086591591,-4.227264899928356,5.8223911146878375,-5.933508625835373,2.446414003874578,-5.557560519009077,-7.866631099597696,8.77976267397927,2.256287079532912,3
-11.0864133484536,3.626598630645889,2.6698037956682437,-0.5663806274781815,-0.9499631012054812,6.619179586534761,5.8313980738993365,3.8882505594892884,12.221455318091987,4.584584175999856,5.897082124035899,-5.339907801502881,3.1211995352810202,-0.3555119336866124,-0.9188585036904335,-6.050864747814096,-9.00623149939726,-8.357217890764348,0.9211966530424398,1.6473663209908338,-2.562116011918407,2.9947029866980515,7.51636716174902,-3.519103570388184,-0.4588221697942725,-9.551582552991892,-3.187361837068325,-3.1113839353895045,-4.141289085033078,9.502716407312406,-4.325697556502637,-9.747286717345467,-4.5097399889612895,9.395088469037674,3.3986013632196794,-0.22184966122891936,1.3803310765848469,-4.759283481051071,-7.166569299970522,7.808220103522942,-6.91445320471283,2.0244523311245395,0.6213292658905072,-0.8159490464496528,-2.3083639087192687,4.75615186052031,-6.565863799173027,-9.888909999232444,-0.054876913516412884,-5.354921753360962,3.965342582164336,3.509736226191553,-3.6720492070918205,-4.543016562508207,4.897978751721244,5.225296481152169,8.33877514786941,3.80269332997581,3.0817301385220475,9.933394732803627,2
1.6257942303592947,7.14237926483496,9.243007285901937,7.392287227313575,5.92275868639725,1.4594206228223854,2.7025733319280207,-1.2713421785152312,-8.184215835802412,2.441045165018159,-2.1927207273901406,-3.521273067731954,7.144383377922466,-5.92540338812376,-0.04432057432383374,-3.0681252957045206,4.211904760897276,2.756414105551384,2.1688009627709803,8.661380421579025,9.406207313824023,-9.962778740262435,-8.672964352293015,-8.416093788393662,6.375212739021741,-9.152555563368363,2.8508607046127477,4.075518918709717,8.198205254511763,7.669527900642574,1.7724864642635403,5.068019933334487,5.967941802424212,8.146126827247365,-8.953493815731017,-0.25414478988711053,-6.586137716948404,-6.99585411732861,-1.3910620057228975,0.26935595075886454,9.046996497964898,5.305829950696726,-3.506179321243714,2.8909594891790835,-5.637671771521601,7.385234821157944,-0.6499032654731458,3.1984172023168185,-5.947546605258276,-5.781235505868548,2.647276040290512,-2.9065197946259014,8.671705010807585,1.2887449656820351,-5.521935368127635,2.14915383985276,-3.416715490176612,-7.319150290597771,6.814849340635451,6.8354579585153665,4
2.8029013169256856,7.517000767033929,10.643858424275535,6.736606028573981,1.1572738619157206,1.2857618731080032,-0.2375150024499828,-1.442583005766076,-12.581347596424443,4.187800918670529,2.3404382092761615,-0.6901755124312086,-5.843118824658912,-3.6917289689315496,-7.213050756282147,6.8813403256426895,9.181529881909803,-5.308860684528289,7.563050902703559,8.409080918731025,4.2785740341488605,5.4029334129898885,-8.406072425120135,-4.186833736725588,3.628359044292724,-0.6743896322290759,4.300701629687794,-6.671844072219764,-3.2459049996228178,-9.692368310337248,-3.529284840945106,-8.172311275601313,-4.474835320775357,-5.315181357100021,1.3882521430672963,6.557965733951676,7.677576659676625,-5.167148282169574,-2.465150728230501,9.64836365242656,5.9414350224500865,-3.2444452919144844,2.8885558526435027,-1.9636113530144677,-3.145695629223293,7.900939852002558,2.3345185982512877,8.116274223006652,-7.085661954987619,7.651925928897157,2.052426709416542,-6.282310261833485,8.0218385753891,-4.765271235920787,-0.4196794591277957,2.1031065524001864,5.182643832157311,1.3405113901218115,-0.46114420670404144,8.878739742624717,4
7.102633398830033,-6.114711409367515,-11.71430952611692,-12.854590253078022,-10.754164472195754,9.077399471835,-5.219851399448769,8.896395056331647,-6.168074439311379,9.15140055074689,4.861885554349435,6.383968419156229,-2.7373772322471934,0.5001868719065605,-7.634542087763094,-3.8055778685614055,2.1561610017470336,-8.5121570640522,-8.190922929137749,3.9957482546940852,-3.240428912768552,-5.220751431203691,3.2817269956593176,0.8573613208344426,0.25197534613133143,0.8713598467782635,-8.680661589997051,-2.652300344869123,-1.747345839080264,3.830121171725393,8.805784592526336,5.281276095029492,7.844419418663577,2.846490921877919,-8.890304477447415,6.003823154436535,-0.005928511124132285,7.749537108470694,6.802433196946062,3.2768944700539535,-2.123925873407771,5.190979791170474,6.504436400037228,-8.936183853183026,-1.3545221668631076,0.3661244505643335,7.446432490785039,-7.832004491980213,9.302658558646556,-3.6151058032619154,3.6552127236938716,-6.708485690224286,-8.487869355298763,7.7187308977702145,9.290659380685046,-1.2131889984902955,7.76459083917111,1.8623311663225053,-6.242043833824706,1.4072314480337216,3
