Feature1,Feature2,Label
1.48648270263211,2.285577725431087,3
2.4358398587360557,2.874717240380207,2
1.8333691751943615,1.5494984491914536,3
2.0950891233409834,2.549072817468984,3
1.497827851525108,-0.31220919604467584,1
1.798294979446465,1.6089184538067132,3
2.5060674117976536,2.8936273069468763,2
2.0347813113272935,1.4643371402481813,3
1.5480592851231796,2.322613085038722,3
0.8424934903964172,0.4126885240069454,0
1.9865616137896633,0.9549519111811815,2
0.8317690760486722,0.46419497149960937,0
2.5896856378183086,2.751003292833728,2
2.8931341784681472,1.6578683830742826,2
2.9604347271298543,2.3358194009454563,2
2.4485319051073975,2.229058917264157,3
1.4815029847642904,-0.34103603697753954,1
1.0998674381414482,2.440875323615314,2
2.537175158789111,1.8756400888617273,3
-0.9890968462087224,0.22407380506193394,0
2.9639710190535173,2.4257972772507284,2
-0.20608748907026364,0.9368524163673551,0
0.6984857894847559,-0.4042153004071122,1
1.647818694082435,2.3936448733871725,3
1.7055891647072097,-0.15139307957111964,1
1.765190680332694,-0.10599312978198078,1
-0.6247804447025219,0.698773593982846,0
0.9884173115500436,2.296498260476481,2
1.5648075306727263,2.0853759942255916,3
1.834396521705604,1.6215043658400001,3
1.8472307808158113,-0.083934166634803,1
-0.7375649148583708,0.6415076068410182,0
2.389986723316545,0.9892941881335064,2
-0.8327293309208534,0.6284135338754421,0
0.8576393512907062,-0.4154716611788365,1
-0.6909466345037771,0.7677676377959648,0
1.485709558640293,1.6867853668546156,3
0.9590240966252517,1.7081610288947688,2
2.0096326770703126,2.543320294869827,3
0.28617113498990154,0.8719108425284421,0
-0.9387845750227639,0.3025718829074205,0
0.4260320068862838,-0.199430908981763,1
0.07269946964091215,0.030727507815707964,1
2.3530518064132355,1.6081828160596352,3
-0.9846021966713723,0.1811204206989645,0
0.5540622726757825,0.8667157299289651,0
1.6071303174936444,2.370181308850162,3
1.935235694796915,0.965403832383017,2
0.9229332968533851,-0.4778801969924918,1
1.9696306627763007,1.4759330528660244,3
1.340821305224544,1.197855157069276,2
2.460701215134862,2.1444987303621343,3
2.0482126456057412,0.38628214502102015,1
2.3385787433624072,2.406652015941772,3
0.9407138679300434,0.11859844758922489,0
-1.0576687410459642,0.09953357902008267,0
1.1416458284674058,1.4105450997615248,2
1.2778360425558484,-0.3890097419170227,1
-0.7044939465593683,0.7620293117235151,0
1.753959299441131,0.9727858324643661,2
1.026247181906289,0.022182359087751624,0
-0.7933427559280124,0.7262662017730559,0
3.0588672162915813,1.9790622812185679,2
-0.8928940937658452,0.28385744443687827,0
2.872866842487812,2.33972920423954,2
1.9213634322341286,2.52185022834648,3
1.757630274080407,2.4824582860138698,3
1.0688198091498484,2.328254258004751,2
-0.485728225713766,0.8799675187276108,0
2.38804741725756,2.4970745271901125,3
0.28389586185617516,0.8328440239800621,0
0.2337500414734767,-0.1197501757954446,1
2.699200268258612,1.1909177555138135,2
1.8887420529055379,1.4975461147172764,3
0.705344496018436,0.6876379293498017,0
1.0818683713728525,-0.48380280210702964,1
2.442709756287389,2.22340050345404,3
0.6765197372956266,0.6314758644756128,0
